phone_number,email,credit_score,age_group,family_background,income,occupation,previous_interaction,comments,intent
3064886093,charlesjohnson@gmail.com,770,36-50,Married,267636,Student,Yes,urgent,1
001-810-743-9876x5251,kelly44@gmail.com,323,51+,Single,298140,Business,Yes,,0
001-092-891-6581x91961,stuartsteven@rivera.com,590,36-50,Married with Kids,925669,Engineer,No,follow up later,1
2803950964,gonzaleztraci@yahoo.com,545,26-35,Single,122073,Doctor,Yes,urgent,1
011.697.6766x15076,timothy59@hotmail.com,795,18-25,Married with Kids,318627,Business,No,,1
+1-116-298-7138x2446,michael44@gmail.com,814,26-35,Married with Kids,758817,Artist,Yes,please call back,1
(775)721-4211x745,anolan@yahoo.com,583,18-25,Married with Kids,814459,Engineer,Yes,,1
795.752.7973x965,nmahoney@yahoo.com,752,18-25,Married with Kids,487549,Engineer,No,urgent,1
513-795-7278x023,smitherik@yahoo.com,831,18-25,Single,157998,Business,No,,1
001-025-324-4026,jenkinsmichael@hotmail.com,733,51+,Single,904747,Artist,Yes,follow up later,1
(896)149-3049x805,keith66@gonzalez-spencer.net,320,36-50,Married,485154,Doctor,No,follow up later,0
+1-171-959-4268x9379,dgray@oliver.com,493,18-25,Married,478686,Engineer,Yes,not interested,0
001-900-522-8302x772,danielle77@conley.net,451,18-25,Married with Kids,293288,Doctor,Yes,please call back,0
001-749-213-6313x8337,hamiltonjuan@gmail.com,361,36-50,Married with Kids,177750,Business,No,not interested,0
2972667388,sonyaknight@holt.biz,343,18-25,Single,562636,Doctor,No,not interested,0
(523)633-9085x693,steven51@dickson-davis.biz,780,36-50,Married,326516,Artist,No,not interested,1
728-177-9711x5296,jason33@gmail.com,635,18-25,Married,508358,Student,Yes,follow up later,0
704-222-0105,kristinanelson@gmail.com,740,18-25,Single,725768,Business,Yes,urgent,1
215.012.6891x96221,hensleyrichard@murray.com,541,51+,Married,473686,Student,No,urgent,1
001-390-121-1549x612,dhamilton@dunn.com,758,51+,Single,269561,Engineer,No,urgent,1
+1-775-174-1602x86047,kayla38@schmitt.net,774,26-35,Single,591545,Business,Yes,please call back,1
248-573-0883,astewart@gmail.com,684,36-50,Married,515148,Doctor,No,follow up later,0
(532)076-0523x4481,desireecunningham@young.com,467,18-25,Married,446150,Business,No,follow up later,0
001-102-079-3294x3610,davidangela@gmail.com,607,51+,Single,306111,Engineer,No,please call back,1
0482186558,martinezpaul@yahoo.com,340,51+,Married with Kids,639214,Business,No,please call back,0
221-754-3745x4825,iryan@williams-wilson.com,518,18-25,Married with Kids,686847,Business,Yes,,0
(204)192-8892,heatherlove@hughes.biz,794,18-25,Married,726283,Doctor,No,,1
524.929.8342x24177,brockcarlos@montoya.com,354,26-35,Single,635011,Engineer,Yes,follow up later,1
+1-264-807-3617,lpennington@yahoo.com,391,51+,Married with Kids,122018,Student,No,please call back,0
001-608-042-3728x5580,coreybarton@patton-moore.info,434,26-35,Married,295491,Student,Yes,urgent,1
958.406.4710x664,tbrock@cook.com,469,18-25,Single,888490,Business,Yes,please call back,1
928.991.0126x29360,jamesgay@roberson-rodriguez.biz,557,18-25,Single,189400,Student,No,urgent,1
(117)405-7958,sarahmcgrath@hotmail.com,393,36-50,Single,389905,Doctor,No,not interested,0
4988378530,bakerstephanie@hotmail.com,335,36-50,Married,619367,Artist,Yes,urgent,1
(963)654-1891x5148,udavis@flores.org,802,26-35,Single,320901,Doctor,Yes,not interested,1
001-628-758-0980,alexanderswanson@yahoo.com,659,26-35,Married,392877,Student,Yes,follow up later,0
623.104.5010,brandon14@robbins.info,327,18-25,Married with Kids,921545,Doctor,Yes,,1
001-685-340-6346x6859,jessicasmith@owens-jones.org,722,51+,Single,169368,Engineer,Yes,,0
962-259-4091x75167,lynchcarl@hotmail.com,725,51+,Married with Kids,602226,Engineer,Yes,please call back,0
(913)592-2290,michelle61@gmail.com,845,36-50,Married with Kids,507894,Student,Yes,urgent,1
001-064-342-6352x822,jacoblevy@hotmail.com,729,36-50,Married,752923,Engineer,Yes,urgent,1
+1-476-353-7871x111,mcgeedavid@gmail.com,310,18-25,Single,166884,Student,Yes,please call back,0
001-202-489-5471,steven62@williams.biz,641,36-50,Married,122631,Business,No,urgent,1
(909)047-3409x73079,qclark@moore-davis.com,755,26-35,Married,524166,Engineer,Yes,not interested,1
4677213529,jeffersonseth@yahoo.com,389,18-25,Married,478153,Student,No,urgent,1
0389444098,sean30@gmail.com,389,18-25,Single,246960,Artist,Yes,not interested,0
863-099-1149,jdavis@hotmail.com,813,51+,Single,860480,Engineer,No,,1
(476)376-6104,ahill@gmail.com,702,51+,Single,774135,Business,Yes,please call back,1
046.702.3084,hoffmanlauren@yahoo.com,718,51+,Married,400113,Engineer,Yes,,0
638-258-1667x4970,edwardsneil@yahoo.com,505,18-25,Single,380872,Artist,Yes,not interested,0
001-022-120-0674x5196,john35@gmail.com,313,51+,Married with Kids,772056,Artist,Yes,follow up later,1
409-576-9563,robertgoodwin@edwards-wiggins.com,747,51+,Single,740008,Business,No,,1
001-201-451-0027,andrewanderson@white-wilkinson.com,526,26-35,Married,633756,Business,Yes,not interested,0
386.327.0008x688,troyturner@adams.biz,658,26-35,Married with Kids,799938,Student,No,not interested,1
(239)352-4670x79581,zshepherd@gmail.com,401,18-25,Single,703045,Student,No,follow up later,1
+1-240-717-7999x186,sherrygraham@tate.com,476,18-25,Married with Kids,353094,Doctor,No,,0
5203850997,qbowen@morse.org,721,36-50,Married with Kids,558488,Engineer,No,not interested,0
411-223-6001x7652,morrisonanthony@gmail.com,466,26-35,Married,873992,Business,No,,1
373-207-9576x43559,alejandro25@harris.info,710,36-50,Married with Kids,758224,Student,No,urgent,1
001-221-048-4364x69132,kimberly39@yahoo.com,659,18-25,Married,217542,Doctor,Yes,please call back,1
541-047-1781x4340,vporter@brown.com,782,18-25,Married,138222,Engineer,No,not interested,1
541-963-1197,znelson@price.com,843,18-25,Single,554322,Artist,No,please call back,1
(553)327-3495x15360,walkerwendy@aguilar.com,487,18-25,Married,241400,Student,No,not interested,0
725-702-3460x915,jerryharvey@gardner.com,332,51+,Married with Kids,650232,Student,No,follow up later,0
301-118-4170,milleralexandra@hotmail.com,594,26-35,Married,928145,Engineer,No,not interested,1
(820)012-7537x3241,cjohnson@sherman-figueroa.com,821,26-35,Married,680160,Business,Yes,please call back,1
230.069.5312x58723,bmcclure@gmail.com,509,36-50,Single,723689,Student,Yes,not interested,1
374-386-9896x2429,phillipphillips@allen.org,383,18-25,Married with Kids,595113,Business,Yes,please call back,1
331-023-5372x02825,zwilson@gmail.com,812,26-35,Married with Kids,269492,Business,Yes,urgent,1
641.418.4786,johnsonmegan@yahoo.com,595,36-50,Married with Kids,475956,Student,Yes,urgent,1
+1-247-955-6511,justinhuff@yahoo.com,578,18-25,Married,245796,Doctor,No,follow up later,0
207.629.9321x1015,robert63@yahoo.com,487,26-35,Single,820625,Artist,No,urgent,1
339-806-1475x3942,gary54@gmail.com,396,18-25,Married with Kids,896416,Student,Yes,please call back,1
402.830.1119,jacksonsarah@peterson.com,848,36-50,Single,955125,Artist,No,please call back,1
001-491-629-8124x57093,wwood@yahoo.com,538,36-50,Married,123227,Artist,Yes,please call back,0
889-077-9676,njordan@hotmail.com,357,18-25,Single,250986,Engineer,No,urgent,1
279-649-0774x76537,williejohnson@esparza-payne.com,371,26-35,Single,124031,Engineer,No,not interested,0
968-705-0839x3698,umartin@yahoo.com,848,51+,Married,430772,Business,No,,1
387-084-1419x176,llewis@perkins-foster.net,550,36-50,Married,117659,Business,Yes,follow up later,0
(832)286-9687x5730,brenda48@yahoo.com,796,26-35,Married with Kids,654597,Artist,No,please call back,1
+1-594-669-6678x513,jaclyndyer@ferguson.com,741,51+,Single,725675,Artist,Yes,urgent,1
9594435538,grimestina@gmail.com,469,26-35,Single,301601,Doctor,No,not interested,0
+1-857-233-2405,fordmichele@taylor-rodriguez.com,423,18-25,Married with Kids,215262,Doctor,No,please call back,0
791-770-8012,boyersteven@yahoo.com,660,36-50,Married with Kids,744816,Business,No,not interested,1
(945)023-7125,jeffreynewman@yahoo.com,609,36-50,Married,228859,Engineer,No,,1
001-371-859-1010,jonathanford@yahoo.com,402,18-25,Married with Kids,317117,Business,No,,1
001-134-757-0943x18134,virginiabates@wilkerson.com,577,51+,Married with Kids,280778,Student,No,urgent,1
4781390758,tamarathompson@hotmail.com,761,36-50,Single,569895,Student,Yes,please call back,1
812-173-4868,ycampbell@jackson-johnson.com,540,26-35,Single,580090,Business,Yes,follow up later,1
078-919-4841x920,csteele@mcintosh.info,382,51+,Single,830872,Doctor,No,please call back,1
+1-273-213-1110,madison46@yahoo.com,776,36-50,Married with Kids,187784,Student,No,urgent,1
+1-472-515-5822,ebrooks@hotmail.com,447,51+,Single,428616,Doctor,No,follow up later,1
510-690-8781x7578,michael69@west-mcconnell.com,641,51+,Married with Kids,793824,Doctor,Yes,urgent,1
(643)943-2013,ericvelasquez@avila.com,803,36-50,Single,974767,Doctor,No,please call back,1
354-704-0700x64496,andrew51@yahoo.com,461,26-35,Single,477768,Artist,Yes,follow up later,0
001-440-088-0698x3029,robertjones@murray.com,424,36-50,Married,915956,Engineer,No,,1
032-997-2314,juancollins@gray-little.org,520,36-50,Single,500283,Engineer,No,urgent,1
719-888-1313x888,tammy59@hotmail.com,415,18-25,Single,482130,Doctor,Yes,please call back,0
001-201-595-5321x562,gonzalezkimberly@gmail.com,528,18-25,Married,825374,Student,No,not interested,1
700-469-5906x7464,donnajohnson@gmail.com,576,51+,Single,838425,Doctor,No,urgent,1
418-758-6943x056,ghester@gmail.com,313,51+,Single,557238,Artist,Yes,follow up later,1
5389626813,owensdeborah@mcconnell-smith.biz,376,51+,Married,553540,Artist,No,urgent,1
757.182.2197,vduncan@bartlett-harris.org,763,36-50,Married with Kids,734217,Engineer,No,follow up later,1
+1-513-038-9136x23689,briggsandrew@yahoo.com,452,18-25,Married with Kids,178682,Business,No,please call back,0
+1-956-068-8431x378,westpeter@gmail.com,691,18-25,Married,126721,Business,No,,0
(240)573-7603x610,parksalexis@hotmail.com,606,36-50,Married with Kids,727977,Business,Yes,please call back,1
296-153-5191,joeanderson@gmail.com,588,36-50,Married with Kids,559081,Student,Yes,please call back,1
143-779-5701x658,phillipcoleman@jackson.org,804,36-50,Married,228226,Student,Yes,follow up later,1
645.078.6500x73248,scottchristopher@gmail.com,654,18-25,Married,354587,Business,Yes,urgent,1
+1-375-364-6655,kellyschmidt@gonzales.com,645,18-25,Married,784617,Engineer,No,please call back,1
7157058885,boydjodi@hotmail.com,663,51+,Married with Kids,495240,Engineer,No,,1
113.737.6434x465,ogray@yahoo.com,803,36-50,Married,534137,Student,No,please call back,1
296-347-6115x64457,jamesroberson@lynn-patton.com,446,18-25,Married,584280,Artist,Yes,urgent,1
001-227-772-6767x697,carl97@farley.net,518,51+,Married with Kids,887604,Artist,Yes,not interested,1
251-674-6713x18664,cory92@gmail.com,658,36-50,Married,600034,Artist,No,not interested,0
(087)676-1441x4085,harringtonian@gmail.com,669,36-50,Single,577412,Artist,No,follow up later,0
+1-978-057-0384x1218,samuel92@baker.info,847,51+,Married with Kids,931583,Artist,No,follow up later,1
001-083-008-2009x0071,andersonannette@wolf.com,695,26-35,Married with Kids,173489,Business,Yes,follow up later,0
+1-850-529-5381,lawsonstacy@gmail.com,613,36-50,Single,399074,Engineer,No,please call back,1
5516641828,aaronbaker@hotmail.com,475,51+,Single,750781,Artist,No,urgent,1
972-955-1276,nwebster@gmail.com,536,18-25,Single,947007,Engineer,No,urgent,1
001-634-140-3590,michele27@yahoo.com,792,51+,Married,800060,Engineer,No,follow up later,1
001-376-457-3635x36108,tammyadkins@yahoo.com,683,18-25,Married with Kids,402889,Doctor,Yes,,0
(798)491-4264x905,vconley@gmail.com,735,51+,Married with Kids,520557,Doctor,No,follow up later,0
001-443-842-8588,steven63@johnson.com,538,26-35,Single,391145,Artist,No,follow up later,0
(489)839-6358,barneschristopher@parker.com,635,18-25,Married with Kids,712399,Doctor,No,not interested,1
9239087265,michael91@sanchez.biz,359,18-25,Married,361255,Artist,No,please call back,1
9745694025,isabellacarter@wood.com,682,18-25,Married with Kids,218543,Engineer,Yes,not interested,0
135.120.9916x739,karengonzalez@gmail.com,434,36-50,Married with Kids,484406,Engineer,Yes,urgent,1
001-738-584-7670x062,marysantos@sullivan-moore.com,373,26-35,Married with Kids,373273,Doctor,Yes,please call back,0
+1-837-398-1471x85933,tinasingleton@henderson-miller.com,323,36-50,Single,634063,Artist,Yes,please call back,1
(214)150-5348x7773,washingtonchristine@gmail.com,680,36-50,Married with Kids,537246,Business,No,,0
001-966-664-0992x1077,montgomerypatricia@hotmail.com,341,26-35,Married with Kids,570714,Artist,No,not interested,0
666-585-4313,cvilla@yahoo.com,448,18-25,Married with Kids,669780,Doctor,Yes,urgent,1
(789)555-2635,raymond09@evans-rios.biz,529,36-50,Married,521377,Business,Yes,please call back,0
(912)658-9185x21713,joneschristopher@conner-gonzalez.biz,427,18-25,Single,906012,Doctor,No,follow up later,1
723-528-3006x3223,daniel79@andrews.biz,477,26-35,Married with Kids,474083,Engineer,No,,0
(465)725-3038x6616,codysawyer@soto-dennis.info,718,36-50,Married,841230,Engineer,Yes,,1
+1-355-993-4888x16336,catherine47@yahoo.com,645,18-25,Married,859238,Artist,Yes,,1
+1-892-807-9818x673,bberry@gibbs.biz,429,18-25,Single,749688,Engineer,Yes,follow up later,1
(558)869-8596,lewisreginald@schmidt.biz,431,36-50,Single,859842,Student,No,urgent,1
+1-262-519-1156x00853,vwalton@perez-guerra.net,798,51+,Single,768232,Doctor,Yes,urgent,1
(560)511-9170,jaclynmonroe@moore.com,414,18-25,Single,248501,Student,Yes,follow up later,0
917-805-6760x954,nrichardson@gibbs.com,344,36-50,Married,935305,Student,Yes,urgent,1
+1-545-862-3390x593,courtneystuart@hickman-johnson.com,777,18-25,Married with Kids,810646,Business,No,follow up later,1
001-074-793-5393x39072,wvillegas@casey.com,300,36-50,Single,632128,Artist,Yes,not interested,0
618.832.3411,guerrakevin@gmail.com,328,51+,Single,328882,Engineer,Yes,follow up later,0
676.093.1422,jlopez@simmons.info,548,36-50,Single,853782,Student,No,urgent,1
678.669.4475,randerson@brown-murray.net,692,26-35,Single,420877,Student,Yes,follow up later,0
268.684.8629x5368,christopher50@gmail.com,390,51+,Married,256627,Business,No,please call back,0
(320)400-7714,justinwalker@lopez-obrien.net,781,36-50,Married with Kids,474127,Student,Yes,please call back,1
(605)093-0797x50031,williamsanchez@martinez.com,468,36-50,Single,524049,Artist,No,urgent,1
(521)581-5323,grivera@yahoo.com,816,51+,Married,206951,Business,Yes,,1
+1-669-186-2010x8107,kaylamartinez@baldwin.com,490,18-25,Married,216842,Artist,No,please call back,1
(170)949-1878,imartinez@yahoo.com,449,26-35,Married with Kids,454423,Student,Yes,,1
(027)084-8757x398,bensoncharles@yahoo.com,406,51+,Married with Kids,742017,Student,Yes,not interested,1
061-275-1939x70965,carrieodom@yahoo.com,344,36-50,Single,842905,Student,No,please call back,1
+1-655-872-0048,katherineramirez@hotmail.com,415,36-50,Single,342172,Artist,No,not interested,0
(398)752-7425,daniel33@jordan-richardson.com,540,51+,Married,583773,Student,No,please call back,1
757.749.6990x628,hardytimothy@walker-ruiz.info,522,51+,Single,811289,Doctor,Yes,,1
090-966-4577,warddanielle@hotmail.com,744,18-25,Married with Kids,580935,Business,No,not interested,0
549-107-0141x3301,anna14@yahoo.com,404,26-35,Single,212829,Student,Yes,please call back,0
+1-682-980-5391x1780,millerjermaine@yahoo.com,375,51+,Married with Kids,945640,Business,No,please call back,1
452.351.8098,nicholseric@curry.com,374,36-50,Single,790875,Student,No,not interested,1
628.303.9072x458,hollyhull@oliver.com,401,36-50,Single,559293,Business,Yes,not interested,0
956-830-8654,jessemoss@gmail.com,467,36-50,Married,210657,Engineer,No,please call back,0
517.208.1402x45106,yhernandez@wright.com,634,26-35,Single,395113,Artist,Yes,follow up later,0
001-675-694-8731x052,jeffreydickerson@yahoo.com,460,36-50,Married,832238,Engineer,Yes,urgent,1
001-167-027-5422x0445,burnsmichele@cross.com,800,18-25,Married with Kids,526479,Business,No,,1
(712)956-6259,donnachandler@yahoo.com,356,51+,Married with Kids,267441,Engineer,No,follow up later,1
995-434-8028x6163,lisajohnson@gmail.com,533,18-25,Married with Kids,409713,Business,Yes,please call back,0
(899)598-1276x5985,wadetracie@burke.biz,589,51+,Married,957405,Engineer,No,please call back,1
298-191-2218x51596,xgutierrez@nelson.com,365,51+,Single,721763,Student,No,please call back,1
1756739527,oliviatorres@gmail.com,725,26-35,Single,128630,Doctor,No,not interested,0
580.624.9187,margaret69@williams-madden.com,496,51+,Single,934243,Doctor,No,urgent,1
(424)804-9960x15718,pamelaromero@hotmail.com,432,51+,Single,356561,Doctor,No,urgent,1
768-884-1703x458,jacobhorton@hotmail.com,454,36-50,Married,797225,Artist,Yes,please call back,1
001-128-507-5582x0859,qwallace@hotmail.com,644,18-25,Married with Kids,990540,Artist,No,follow up later,1
+1-429-826-6541x194,jennifer66@gmail.com,474,26-35,Married with Kids,366766,Artist,Yes,urgent,1
621-764-0962x6232,morrismargaret@hotmail.com,355,51+,Married with Kids,711955,Artist,Yes,follow up later,1
928-812-9409x0789,johnsonjennifer@jones.org,486,26-35,Single,505732,Business,No,please call back,1
914-647-9390,johnhughes@gmail.com,338,51+,Married,140868,Doctor,Yes,follow up later,0
7686805068,christina14@gmail.com,467,26-35,Married with Kids,421581,Artist,Yes,not interested,0
1297447928,shawn81@yahoo.com,566,18-25,Married,230399,Student,Yes,please call back,1
390.605.2692,jessica86@taylor.com,679,51+,Married,353859,Doctor,No,urgent,1
2619101230,thompsonjerry@gmail.com,780,26-35,Married with Kids,530836,Business,No,follow up later,1
980.079.5581,robert04@flores.biz,405,36-50,Married,667057,Doctor,No,follow up later,0
563-260-9781,amber62@hotmail.com,392,26-35,Single,367164,Engineer,Yes,urgent,1
001-348-039-3512x25136,gabrielphillips@gates.com,562,51+,Married,681331,Engineer,Yes,please call back,1
001-647-4694,fthompson@gmail.com,418,51+,Married with Kids,317705,Doctor,No,,0
001-067-614-1683x3234,osantana@yahoo.com,711,26-35,Married,357840,Artist,No,follow up later,1
093.428.1096x539,christina08@cardenas.com,638,36-50,Single,823239,Doctor,Yes,follow up later,1
+1-142-514-2150x05642,hinesamy@gmail.com,794,36-50,Married with Kids,819577,Student,No,not interested,1
(700)606-3882,jordanwilliams@gmail.com,662,26-35,Married,920390,Doctor,No,follow up later,1
